2021-11-28.21:22:42		38.36	1000
2021-11-28.21:22:43		9.81	1000
2021-11-28.21:22:44		56.59	1000
2021-11-28.21:22:45		53.81	1000
2021-11-28.21:22:46		25.42	1000
2021-11-28.21:22:47		5.47	1000
2021-11-28.21:22:48		56.51	1000
2021-11-28.21:22:49		54.52	1000
2021-11-28.21:22:50		2.89	1000
2021-11-28.21:22:51		51.32	1000
2021-11-28.21:22:52		57.05	1000
2021-11-28.21:22:53		31.11	1000
2021-11-28.21:22:54		25.73	1000
2021-11-28.21:22:55		6.00	1000
2021-11-28.21:22:56		19.97	1000
2021-11-28.21:22:57		56.04	1000
2021-11-28.21:22:58		48.79	1000
2021-11-28.21:22:59		11.10	1000
2021-11-28.21:23:00		56.73	1000
2021-11-28.21:23:01		31.17	1000
2021-11-28.21:23:02		24.61	1000
2021-11-28.21:23:03		9.19	1000
2021-11-28.21:23:04		23.42	1000
2021-11-28.21:23:05		51.81	1000
2021-11-28.21:23:06		59.17	1000
2021-11-28.21:23:07		33.22	1000
2022-01-06.17:07:30		59.82	1000
2022-01-06.17:07:31		49.12	1000
2022-01-06.17:07:32		13.40	1000
2022-01-06.17:07:33		31.96	1000
2022-01-06.17:07:34		13.00	1000
2022-01-06.17:07:35		18.69	1000
2022-01-06.17:07:36		50.54	1000
2022-01-06.17:07:37		15.47	1000
2022-01-06.17:07:38		48.29	1000
2022-01-06.17:07:39		6.33	1000
2022-01-06.17:07:40		27.03	1000
2022-01-06.17:07:41		45.97	1000
2022-01-06.17:07:42		14.57	1000
2022-01-06.17:07:43		31.11	1000
2022-01-06.17:07:44		49.32	1000
2022-01-06.17:07:45		27.03	1000
2022-01-06.17:07:46		29.43	1000
2022-01-06.17:07:47		3.69	1000
2022-01-06.17:07:48		19.58	1000
2022-01-06.17:07:49		56.08	1000
2022-01-06.17:07:50		17.80	1000
2022-01-06.17:07:51		33.20	1000
2022-01-06.17:07:52		50.22	1000
2022-01-06.17:07:53		56.81	1000
2022-01-06.17:07:54		6.23	1000
2022-01-06.17:07:55		33.47	1000
2022-01-06.17:07:56		56.97	1000
2022-01-06.17:07:57		25.05	1000
2022-01-06.17:07:58		5.10	1000
2022-01-06.17:07:59		10.41	1000
2022-01-06.17:08:00		6.77	1000
2022-01-06.17:08:01		2.92	1000
2022-01-06.17:08:02		36.69	1000
2022-01-06.17:08:03		59.33	1000
2022-01-06.17:08:04		12.04	1000
2022-01-06.17:08:05		26.86	1000
2022-01-06.17:08:06		16.02	1000
2022-01-06.17:08:07		39.75	1000
2022-01-06.17:08:08		19.50	1000
2022-01-06.17:08:09		2.31	1000
2022-01-06.17:08:10		46.08	1000
2022-01-06.17:08:11		46.53	1000
2022-01-06.17:08:12		48.28	1000
2022-01-06.17:08:13		60.64	1000
2022-01-06.17:08:14		54.80	1000
2022-01-06.17:08:15		35.60	1000
2022-01-06.17:08:16		25.67	1000
2022-01-06.17:08:17		22.22	1000
2022-01-06.17:08:18		39.29	1000
2022-01-06.17:08:19		22.42	1000
2022-01-06.17:26:22		24.03	1000
2022-01-06.17:26:23		40.10	1000
2022-01-06.17:26:24		10.98	1000
2022-01-06.17:26:25		57.35	1000
2022-01-06.17:26:26		26.95	1000
2022-01-06.17:26:27		14.15	1000
2022-01-06.17:26:28		31.81	1000
2022-01-06.17:26:29		28.47	1000
2022-01-06.17:26:30		26.50	1000
2022-01-06.17:26:31		15.19	1000
2022-01-06.17:26:32		23.95	1000
2022-01-06.17:26:33		43.24	1000
2022-01-06.17:26:34		30.09	1000
2022-01-06.17:26:35		60.99	1000
2022-01-06.17:26:36		45.65	1000
2022-01-06.17:26:37		45.92	1000
2022-01-06.17:26:38		44.73	1000
2022-01-06.17:26:39		11.31	1000
2022-01-06.17:26:40		35.53	1000
2022-01-06.17:26:41		16.74	1000
2022-01-06.17:26:42		36.76	1000
2022-01-06.17:26:43		51.85	1000
2022-01-06.17:26:44		6.15	1000
2022-01-06.17:26:45		45.04	1000
2022-01-06.17:26:46		29.81	1000
2022-01-06.17:26:47		5.12	1000
2022-01-06.17:26:48		41.15	1000
2022-01-06.17:26:49		23.47	1000
2022-01-06.17:26:50		47.65	1000
2022-01-06.17:26:51		53.91	1000
2022-01-06.17:26:52		56.80	1000
2022-01-06.17:26:53		48.84	1000
2022-01-06.17:26:54		9.18	1000
2022-01-06.17:26:55		44.95	1000
2022-01-06.17:26:56		44.19	1000
2022-01-06.17:26:57		36.12	1000
2022-01-06.17:26:58		59.11	1000
2022-01-06.17:26:59		53.17	1000
2022-01-06.17:27:00		2.60	1000
2022-01-06.17:27:01		0.77	1000
2022-01-06.17:27:02		6.35	1000
2022-01-06.17:27:03		26.55	1000
2022-01-06.17:27:04		44.01	1000
2022-01-06.17:27:05		13.61	1000
2022-01-06.17:27:06		2.71	1000
2022-01-06.17:27:07		4.82	1000
2022-01-06.17:27:08		59.53	1000
2022-01-06.17:27:09		47.44	1000
2022-01-06.17:27:10		55.30	1000
2022-01-06.17:27:11		33.06	1000
2022-01-09.10:13:47		40.48	1000
2022-01-09.10:13:48		17.82	1000
2022-01-09.10:13:49		37.31	1000
2022-01-09.10:13:50		3.32	1000
2022-01-09.10:13:51		37.49	1000
2022-01-09.10:13:52		52.79	1000
2022-01-09.10:13:53		45.55	1000
2022-01-09.10:13:54		6.22	1000
2022-01-09.10:13:55		29.23	1000
2022-01-09.10:13:56		24.72	1000
2022-01-09.10:13:57		47.52	1000
2022-01-09.10:13:58		43.43	1000
2022-01-09.10:13:59		39.69	1000
2022-01-09.10:14:00		3.49	1000
2022-01-09.10:14:24		61.54	1000
2022-01-09.10:14:25		44.70	1000
2022-01-09.10:14:26		43.97	1000
2022-01-09.10:14:27		60.19	1000
2022-01-09.10:14:28		30.05	1000
2022-01-09.10:14:29		10.03	1000
2022-01-09.10:14:30		24.99	1000
2022-01-09.10:14:31		10.93	1000
2022-01-09.10:14:32		14.79	1000
2022-01-09.10:14:33		33.33	1000
2022-01-09.10:14:34		30.55	1000
2022-01-09.10:14:35		41.00	1000
2022-01-09.10:14:36		58.12	1000
2022-01-09.10:14:37		18.79	1000
2022-01-09.10:14:38		34.21	1000
2022-01-09.10:14:39		10.86	1000
2022-01-09.10:14:40		2.40	1000
2022-01-09.10:14:41		20.08	1000
2022-01-09.10:14:42		42.95	1000
2022-01-09.10:14:43		43.96	1000
2022-01-09.10:14:44		1.99	1000
2022-01-09.10:14:45		18.30	1000
2022-01-09.10:14:46		15.99	1000
2022-01-09.10:14:47		32.82	1000
2022-01-09.10:14:48		43.02	1000
2022-01-09.10:14:49		57.78	1000
2022-01-09.10:14:50		41.17	1000
2022-01-09.10:14:51		23.22	1000
2022-01-09.10:14:52		14.98	1000
2022-01-09.10:14:53		50.51	1000
2022-01-09.10:14:54		27.93	1000
2022-01-09.10:14:55		53.68	1000
2022-01-09.10:14:56		10.37	1000
2022-01-09.10:14:57		49.07	1000
2022-01-09.10:14:58		51.88	1000
2022-01-09.10:14:59		17.59	1000
2022-01-09.10:15:00		59.09	1000
2022-01-09.10:15:01		14.86	1000
2022-01-09.10:15:02		5.68	1000
2022-01-09.10:15:03		51.05	1000
2022-01-09.10:15:04		25.36	1000
2022-01-09.10:15:05		36.22	1000
2022-01-09.10:15:06		7.22	1000
2022-01-09.10:15:07		21.47	1000
2022-01-09.10:15:08		55.02	1000
2022-01-09.10:15:09		41.42	1000
2022-01-09.10:15:10		9.49	1000
2022-01-09.10:15:11		57.42	1000
2022-01-09.10:15:12		38.67	1000
2022-01-09.10:15:13		52.44	1000
2022-01-09.10:17:58		17.81	1000
2022-01-09.10:17:59		19.44	1000
2022-01-09.10:18:00		13.14	1000
2022-01-09.10:18:01		32.89	1000
2022-01-09.10:18:02		49.06	1000
2022-01-09.10:18:03		37.49	1000
2022-01-09.10:18:04		34.49	1000
2022-01-09.10:18:05		41.47	1000
2022-01-09.10:18:06		18.52	1000
2022-01-09.10:18:07		2.82	1000
2022-01-09.10:18:08		48.75	1000
2022-01-09.10:18:09		11.91	1000
2022-01-09.10:18:10		7.09	1000
2022-01-09.10:18:11		29.81	1000
2022-01-09.10:18:12		7.51	1000
2022-01-09.10:18:13		48.71	1000
2022-01-09.10:18:14		48.82	1000
2022-01-09.10:18:15		45.85	1000
2022-01-09.10:18:16		13.15	1000
2022-01-09.10:18:17		40.44	1000
2022-01-09.10:18:18		3.98	1000
2022-01-09.10:18:19		17.07	1000
2022-01-09.10:18:20		53.80	1000
2022-01-09.10:18:21		13.08	1000
2022-01-09.10:18:22		23.36	1000
2022-01-09.10:18:23		35.49	1000
2022-01-09.10:18:24		21.68	1000
2022-01-09.10:18:25		11.51	1000
2022-01-09.10:18:26		19.73	1000
2022-01-09.10:18:27		20.82	1000
2022-01-09.10:18:28		41.87	1000
2022-01-09.10:18:29		14.70	1000
2022-01-09.10:18:30		17.43	1000
2022-01-09.10:18:31		32.17	1000
2022-01-09.10:18:32		47.60	1000
2022-01-09.10:18:33		43.65	1000
2022-01-09.10:18:34		7.66	1000
2022-01-09.10:18:35		59.25	1000
2022-01-09.10:18:36		23.12	1000
2022-01-09.10:18:37		3.34	1000
2022-01-09.10:18:38		0.08	1000
2022-01-09.10:18:39		9.87	1000
2022-01-09.10:18:40		15.24	1000
2022-01-09.10:18:41		46.33	1000
2022-01-09.10:18:42		39.69	1000
2022-01-09.10:18:43		61.92	1000
2022-01-09.10:26:09		16.12	1000
2022-01-09.10:26:10		57.14	1000
2022-01-09.10:26:11		11.12	1000
2022-01-09.10:26:12		34.33	1000
2022-01-09.10:26:13		0.48	1000
2022-01-09.10:26:14		46.00	1000
2022-01-09.10:26:15		53.98	1000
2022-01-09.10:26:16		31.12	1000
2022-01-09.10:26:17		52.35	1000
2022-01-09.10:26:18		60.79	1000
2022-01-09.10:26:19		52.72	1000
2022-01-09.10:26:20		61.87	1000
2022-01-09.10:26:21		3.60	1000
2022-01-09.10:26:22		35.50	1000
2022-01-09.10:26:23		39.43	1000
2022-01-09.10:26:24		44.30	1000
2022-01-09.10:26:25		10.28	1000
2022-01-09.10:26:26		54.67	1000
2022-01-09.10:26:27		55.61	1000
2022-01-09.10:26:28		24.20	1000
2022-01-09.10:26:29		29.96	1000
2022-01-09.10:26:30		51.80	1000
2022-01-09.10:26:31		12.77	1000
2022-01-09.10:26:32		13.29	1000
2022-01-09.10:26:33		21.34	1000
2022-01-09.10:26:34		41.00	1000
2022-01-09.10:26:35		30.54	1000
2022-01-09.10:26:36		43.67	1000
2022-01-09.10:26:37		40.56	1000
2022-01-09.10:26:38		44.93	1000
2022-01-09.10:26:39		16.11	1000
2022-01-09.10:26:40		33.84	1000
2022-01-09.10:26:41		40.07	1000
2022-01-09.10:26:42		27.23	1000
2022-01-09.10:26:43		6.17	1000
2022-01-09.10:26:44		17.72	1000
2022-01-09.10:26:45		50.40	1000
2022-01-09.10:26:46		37.31	1000
2022-01-09.10:26:47		26.01	1000
2022-01-09.10:26:56		1.20	1000
2022-01-09.10:26:57		6.09	1000
2022-01-09.10:26:58		53.88	1000
2022-01-09.10:26:59		37.56	1000
2022-01-09.10:27:00		16.10	1000
2022-01-09.10:27:01		3.83	1000
2022-01-09.10:27:02		7.10	1000
2022-01-09.10:27:03		16.27	1000
2022-01-09.10:27:04		18.54	1000
2022-01-09.10:27:05		37.04	1000
2022-01-09.10:27:06		0.25	1000
2022-01-09.10:27:07		47.33	1000
2022-01-09.10:27:08		38.20	1000
2022-01-09.10:27:09		40.29	1000
2022-01-09.10:27:10		42.78	1000
2022-01-09.10:27:11		15.14	1000
2022-01-09.10:27:12		1.78	1000
2022-01-09.10:27:13		33.85	1000
2022-01-09.10:27:14		5.48	1000
2022-01-09.10:27:15		27.80	1000
2022-01-09.10:27:16		31.63	1000
2022-01-09.10:27:17		57.29	1000
2022-01-09.10:27:18		21.61	1000
2022-01-09.10:27:19		27.14	1000
2022-01-09.10:27:20		8.95	1000
2022-01-09.10:27:21		15.11	1000
2022-01-09.10:27:22		12.22	1000
2022-01-09.10:27:23		38.76	1000
2022-01-09.10:27:24		39.60	1000
2022-01-09.10:27:25		45.20	1000
2022-01-09.10:27:26		4.81	1000
2022-01-09.10:27:27		40.80	1000
2022-01-09.10:27:28		28.45	1000
2022-01-09.10:27:29		35.85	1000
2022-01-09.10:27:30		55.52	1000
2022-01-09.10:27:31		44.55	1000
2022-01-09.10:27:32		39.68	1000
2022-01-09.10:27:33		0.63	1000
2022-01-09.10:27:34		37.97	1000
2022-01-09.10:27:35		35.39	1000
2022-01-09.10:27:36		37.67	1000
2022-01-09.10:27:37		38.23	1000
2022-01-09.10:30:37		6.51	1000
2022-01-09.10:30:38		15.56	1000
2022-01-09.10:30:39		33.61	1000
2022-01-09.10:30:40		7.13	1000
2022-01-09.10:30:41		15.84	1000
2022-01-09.10:30:42		51.29	1000
2022-01-09.10:30:43		32.51	1000
2022-01-09.10:30:44		24.62	1000
2022-01-09.10:30:45		51.30	1000
2022-01-09.10:30:46		48.60	1000
2022-01-09.10:30:47		0.84	1000
2022-01-09.10:30:49		25.54	1000
2022-01-09.10:30:50		19.13	1000
2022-01-09.10:30:51		50.61	1000
2022-01-09.10:30:52		25.44	1000
2022-01-09.10:30:53		48.34	1000
2022-01-09.10:30:54		5.33	1000
2022-01-09.10:30:55		7.84	1000
2022-01-09.10:30:56		25.95	1000
2022-01-09.10:30:57		31.17	1000
2022-01-09.10:30:58		22.09	1000
2022-01-09.10:30:59		37.27	1000
2022-01-09.10:31:00		43.33	1000
2022-01-09.10:31:01		30.09	1000
2022-01-09.10:31:02		33.30	1000
2022-01-09.10:31:03		49.89	1000
2022-01-09.10:31:04		47.83	1000
2022-01-09.10:31:05		33.78	1000
2022-01-09.10:31:06		2.20	1000
2022-01-09.10:31:07		33.83	1000
2022-01-09.10:31:08		19.11	1000
2022-01-09.10:31:09		47.87	1000
2022-01-09.10:31:10		26.56	1000
2022-01-09.10:31:11		29.88	1000
2022-01-09.10:31:12		55.00	1000
2022-01-09.10:31:13		42.40	1000
2022-01-09.10:31:14		19.18	1000
2022-01-09.10:31:15		2.68	1000
2022-01-09.10:31:16		44.17	1000
2022-01-09.10:31:17		47.64	1000
2022-01-09.10:31:18		51.28	1000
2022-01-09.10:31:19		22.18	1000
2022-01-09.10:31:20		11.18	1000
2022-01-09.10:31:21		47.57	1000
2022-01-09.10:31:22		49.95	1000
2022-01-09.10:31:23		13.78	1000
2022-01-09.10:31:24		11.07	1000
2022-01-09.10:31:25		32.45	1000
2022-01-09.10:31:26		60.78	1000
2022-01-09.10:31:27		37.02	1000
2022-01-09.10:32:36		49.34	1000
2022-01-09.10:32:37		42.22	1000
2022-01-09.10:32:38		33.49	1000
2022-01-09.10:32:39		55.14	1000
2022-01-09.10:32:40		52.36	1000
2022-01-09.10:32:41		0.88	1000
2022-01-09.10:32:42		30.32	1000
2022-01-09.10:32:43		7.07	1000
2022-01-09.10:32:44		15.14	1000
2022-01-09.10:32:45		34.01	1000
2022-01-09.10:32:46		33.41	1000
2022-01-09.10:34:08		22.94	1000
2022-01-09.10:34:09		4.40	1000
2022-01-09.10:34:10		2.50	1000
2022-01-09.10:34:11		19.94	1000
2022-01-09.10:34:12		9.00	1000
2022-01-09.10:34:13		35.32	1000
2022-01-09.10:34:14		28.48	1000
2022-01-09.10:34:15		1.75	1000
2022-01-09.10:34:16		50.48	1000
2022-01-09.10:34:17		36.98	1000
2022-01-09.10:34:18		21.12	1000
2022-01-09.10:34:19		0.66	1000
2022-01-09.10:34:20		12.90	1000
2022-01-09.10:34:21		19.11	1000
2022-01-09.10:34:22		48.65	1000
2022-01-09.10:34:23		22.33	1000
2022-01-09.10:34:24		3.58	1000
2022-01-09.10:34:25		3.39	1000
2022-01-09.10:34:26		18.13	1000
2022-01-09.10:34:27		8.62	1000
2022-01-09.10:34:28		35.13	1000
2022-01-09.10:34:29		54.21	1000
2022-01-09.10:34:30		4.77	1000
2022-01-09.10:34:31		52.95	1000
2022-01-09.10:34:32		36.94	1000
2022-01-09.10:34:33		38.53	1000
2022-01-09.10:34:34		26.63	1000
2022-01-09.10:34:35		39.57	1000
2022-01-09.10:34:36		11.83	1000
2022-01-09.10:34:37		35.98	1000
2022-01-09.10:34:38		14.93	1000
2022-01-09.10:34:39		34.78	1000
2022-01-09.10:34:40		40.37	1000
2022-01-09.10:34:41		56.60	1000
2022-01-09.10:34:42		31.88	1000
2022-01-09.10:34:43		49.37	1000
2022-01-09.10:34:44		29.91	1000
2022-01-09.10:34:45		37.52	1000
2022-01-09.10:34:46		28.28	1000
2022-01-09.10:34:47		18.39	1000
2022-01-09.10:34:48		51.67	1000
2022-01-09.10:34:49		49.40	1000
2022-01-09.10:34:50		58.22	1000
2022-01-09.10:34:51		2.56	1000
2022-01-09.10:34:52		45.67	1000
2022-01-09.10:34:53		22.03	1000
2022-01-09.10:34:54		2.05	1000
2022-01-09.10:34:55		26.41	1000
2022-01-09.10:34:56		25.42	1000
2022-01-09.10:34:57		20.18	1000
